symbol_id
BINANCE_SPOT_BTC_USDT
BINANCE_SPOT_ETH_USDT
BINANCE_SPOT_BNB_USDT
BINANCE_SPOT_ETH_BTC
BINANCE_SPOT_BCH_USDT
BINANCE_SPOT_BNB_BTC
BINANCE_SPOT_LTC_USDT
BINANCE_SPOT_XRP_BTC
BINANCE_SPOT_WAVES_BTC
BINANCE_SPOT_LINK_BTC
BINANCE_SPOT_XMR_BTC
BINANCE_SPOT_LTC_BTC
BINANCE_SPOT_BCH_BTC
BINANCE_SPOT_EOS_BTC
BINANCE_SPOT_ENJ_BTC
BINANCE_SPOT_TRX_BTC
BINANCE_SPOT_DASH_BTC
BINANCE_SPOT_BAT_BTC
BINANCE_SPOT_ZEC_BTC
BINANCE_SPOT_ADA_BTC
BINANCE_SPOT_ETC_BTC
BINANCE_SPOT_NEO_USDT
BINANCE_SPOT_LEND_BTC
BINANCE_SPOT_NEO_BTC
BINANCE_SPOT_AION_BTC
BINANCE_SPOT_ETHOS_BTC
BINANCE_SPOT_IOTA_BTC
BINANCE_SPOT_XLM_BTC
BINANCE_SPOT_BNB_ETH
BINANCE_SPOT_XVG_BTC
BINANCE_SPOT_METAL_BTC
BINANCE_SPOT_STRAT_BTC
BINANCE_SPOT_MANA_BTC
BINANCE_SPOT_VIB_BTC
BINANCE_SPOT_XRP_ETH
BINANCE_SPOT_TRX_ETH
BINANCE_SPOT_QTUM_BTC
BINANCE_SPOT_ARN_BTC
BINANCE_SPOT_DLT_BTC
BINANCE_SPOT_KNC_BTC
BINANCE_SPOT_WTC_BTC
BINANCE_SPOT_ENG_BTC
BINANCE_SPOT_ICX_BTC
BINANCE_SPOT_OST_BTC
BINANCE_SPOT_TNT_BTC
BINANCE_SPOT_WABI_BTC
BINANCE_SPOT_LINK_ETH
BINANCE_SPOT_SNM_BTC
BINANCE_SPOT_ZRX_BTC
BINANCE_SPOT_FUN_BTC
BINANCE_SPOT_AMB_BTC
BINANCE_SPOT_BCPT_BTC
BINANCE_SPOT_EOS_ETH
BINANCE_SPOT_FUEL_BTC
BINANCE_SPOT_MDA_BTC
BINANCE_SPOT_CDT_BTC
BINANCE_SPOT_KMD_BTC
BINANCE_SPOT_CND_BTC
BINANCE_SPOT_MTH_BTC
BINANCE_SPOT_NULS_BTC
BINANCE_SPOT_WAVES_ETH
